,Player,PTS,AST,TRB,STL,BLK,PTS/G,AST/G,TRB/G,STL/G,BLK/G,Championships,new Championship Difficulty,Championship Difficulty,MVP,DPOY,FMVP,All NBA Teams,Rankings
23,Earl Monroe,-0.4143355061767867,-0.33650478543950757,-1.172580207415786,-0.6725557602738368,-0.6924217425498467,-0.380296858204558,-0.2907084662143493,-1.2428917929582,-0.6555864843182002,-0.717370818687368,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-72.82835858815496
24,Elgin Baylor,0.25883925644555145,-0.3650424171721224,0.6350831777474314,-1.2355849042230667,-0.8282474751541212,1.4292574393813497,-0.062311153111895695,1.2767175265340875,-1.3470722670773259,-0.8787708218120759,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-60.33127373384603
25,Elvin Hayes,0.8255799987745883,-0.780497241930654,1.6512740103546515,-0.20713420576189406,1.1597473384175332,0.1360929928416625,-1.1148365797920998,1.0261739110835923,-0.3883612174024955,0.9142635113731695,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,1.8610930243448696
26,Gary Payton,0.29939851226064584,1.6189866540988525,-0.6013948702339453,1.8331024807687193,-0.4858768268540904,-0.7510272296919462,0.9972226381343258,-0.9981984314498875,1.2871042830620631,-0.5944177923312913,-0.45408980931090764,0.6076471154689763,2.316652438804776,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-2.6196184930173354
27,George Gervin,-0.07339276853647997,-0.8415545005213647,-1.0225570176351104,-0.11547829860736826,-0.07615457560979118,1.1901973691160468,-0.7070149147747647,-0.8557878012754405,0.37294000694356333,0.2386397586909513,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-69.12956804408888
28,George Mikan,-1.740677613284487,-1.2354401850168735,-0.9043952929133408,-1.2355849042230667,-0.8282474751541212,0.4098255104276686,-0.7449739840874442,0.6706406328582749,-1.3470722670773259,-0.8787708218120759,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-123.85917287581951
29,Giannis Antetokounmpo,-0.6760652005809024,-0.4549691404225713,-0.32962290337387484,-0.26427035567640367,0.18988425602006884,0.47567029352539675,0.10154663018339742,0.3360242434892818,0.293818511886294,0.7853806627214811,-0.45408980931090764,0.1466627156097376,0.8602611278400776,0.8716717369253602,2.926847035024818,0.45693676673168765,0.5047630225874973,26.754107591238373
30,Hakeem Olajuwon,0.7756295058747908,-0.5614875100291916,1.1172252152282243,1.3379225148429696,3.471029846121676,0.29853996200437466,-0.8469270124381726,0.6968023916219496,1.1778816199457522,3.2024734527175416,-0.028030235142648657,2.6076102040890574,3.575870772285023,0.11886432776254914,6.104566673051763,1.3708103001950631,1.4138149116076346,241.81720586108082
31,Hal Greer,0.046107320744234334,-0.06971111203227161,-0.5883126792826066,-1.2355849042230667,-0.8282474751541212,-0.21193584936919166,-0.17635713834214545,-0.7397949115598537,-1.3470722670773259,-0.8787708218120759,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-65.20926247741822
32,Isiah Thomas,-0.3300865821850303,1.4305055514927456,-1.0497764149370896,0.9796312414207323,-0.5487383229354075,-0.21458603877958735,2.0396923611866753,-1.0947733983438899,1.401341323733228,-0.5432410083787892,-0.028030235142648657,0.7788023490577398,0.6869879052022262,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-8.818883677324784
33,James Harden,0.8112889858196054,1.1301967524460435,-0.41296911991869456,0.7332315949144097,-0.14238365183832175,0.8577364794178185,1.23096269914792,-0.548000812657416,0.8092931848222277,-0.1519554160172984,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,-0.45693676673168765,0.5047630225874973,-7.16777702831403
34,James Worthy,-0.6706210051694803,-0.6500869015711469,-0.7902426267089167,0.0035553470478600665,-0.12779080453373026,-0.538126884204106,-0.6155270145294595,-0.7314415535736943,0.27831984921972347,0.010201139064437034,0.39802933902561033,0.26675506182947784,-0.5757158091931499,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-29.509400461509813
35,Jason Kidd,-0.3069487516864865,2.868005791791435,0.23649835989131865,2.268765623866855,-0.2714742241481694,-1.5842895674413704,1.8359889149926394,-0.4492252050076583,1.4422691675816706,-0.4499838286857329,-0.45408980931090764,0.6705301156549032,2.51531915096714,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,19.251370548416872
36,Jerry Lucas,-0.8417048459734187,-0.6115942820248292,1.147820661807968,-1.2022554834396029,-0.8013068339764139,-0.70232775495361,-0.5175171212335836,1.740703036571416,-1.3018899574084057,-0.8434347969249,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-77.1338626892585
37,Jerry West,0.5369015370839334,0.4937411982233088,-0.6514026001608372,-1.1391676512423319,-0.8024293606921516,1.3620177626963266,0.9496541130902704,-0.5717271485586316,-1.221415028169771,-0.8462151708430612,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-48.58347505642727
38,John Havlicek,0.700635714082452,0.45259391526000375,-0.09414346624977644,-0.66898475090418,-0.6969118494127979,0.1001011028500993,0.15029636036786082,-0.44191750630975035,-0.8051691640245765,-0.7572371551135054,2.528327209866905,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,50.502986882665226
39,John Stockton,-0.2090893391661749,3.6687186449402662,-0.9288716501771359,2.650863626420138,-0.4746515596967123,-1.450936225149046,2.5731531426143577,-1.2985733929877212,1.7916562663061686,-0.6024731804070299,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,0.8267924386445404
40,Julius Erving,-0.3924226196458129,-0.5064032441267026,-0.601816876393666,0.5594424722577763,0.623179568294862,0.3390961326065091,-0.25713972300800014,-0.34820726120717677,1.2609630623286672,1.161588739615864,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,-0.45693676673168765,1.4138149116076346,-10.574248835965786
41,Kareem Abdul-Jabbar,2.3328054984267865,0.30194176634596753,1.8962485860724636,0.14520538537758176,2.751490221333742,0.872531624753466,-0.3542449213625148,0.7144702715278767,-0.2719650011091748,1.8180021134235782,1.6762080615303874,1.1286776884380854,-0.5757158091931499,3.8829013735766043,-0.25087260300212727,1.3708103001950631,1.959246045019717,211.25177349629388
42,Karl Malone,2.1342284707951666,0.16522660037111528,1.3746489726577942,1.2462666076884437,0.45704561436566665,0.9557463549333897,-0.3851519149801437,0.468102433772591,0.6953150642982511,0.144601317196832,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,0.8716717369253602,-0.25087260300212727,-0.45693676673168765,1.7774356672156897,38.170294002492525
43,Kawhi Leonard,-1.2144961267705445,-0.9537140298890833,-0.9339357240937831,0.05473981467960824,-0.3848494224376878,-0.13408957967108118,-0.626918948606541,-0.41636994380322745,1.148602824953728,-0.049011935926373006,-0.028030235142648657,0.9721793947422822,0.9924566468353347,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-56.24933536840469
44,Kevin Durant,0.9541991153694346,-0.08232076326296187,-0.2492307299470993,0.06069149696236966,0.48735383569058743,1.427720438450228,-0.043694842732355604,-0.26756943572446024,0.17714179617778464,0.6179532733122431,-0.028030235142648657,-0.10486928513397026,-0.7089071513070159,0.11886432776254914,-0.25087260300212727,1.3708103001950631,1.0501941559995795,43.20528351826397
45,Kevin Garnett,0.7004996091971664,0.2561488224029345,1.3757039880570956,1.0320060455090327,1.4774223989713324,-0.5650227326444559,-0.34098357653932687,0.4162804083470522,0.4781852527486328,0.9168955915400456,-0.45408980931090764,-0.5937491512411012,-1.478927377770915,0.11886432776254914,2.926847035024818,-0.45693676673168765,0.8683837781955521,93.08718909463289
46,Kevin McHale,-0.5324745466046454,-1.0220716128765095,-0.2808811919261448,-0.8261091631690813,1.068822674442771,-0.4919580447573349,-1.166096955385065,-0.1975858857989068,-0.8348509850634505,1.4172823160680013,0.8240889131938693,0.2643910392660966,-0.8045061706934167,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,8.059722389164682
47,Kobe Bryant,1.6871239226321297,0.5163058372677019,-0.2967064229156675,1.0784291673145718,-0.10983037708192536,0.9508634393010613,0.09533959160085193,-0.6955551686913646,0.7411157863284571,-0.2515082502635934,1.2501484873621282,4.105454900247077,1.4867334517565847,0.11886432776254914,-0.25087260300212727,1.3708103001950631,1.959246045019717,134.21873325116277
48,Larry Bird,0.07400882222777241,0.3135559187952875,0.10989651197513674,0.6165786221722859,0.019260195227922328,0.8091281577713422,0.8032259419186588,0.4357309907931381,1.1609740685245378,0.2316023719670392,0.8240889131938693,0.2643910392660966,-0.8045061706934167,1.6244791460881711,-0.25087260300212727,1.3708103001950631,1.0501941559995795,58.83658203972861
49,LeBron James,2.3688732930274576,1.881466499453484,0.4673357292584904,1.3664905898002244,0.37622369083254464,1.3964657595364498,1.221812163328038,-0.15662222386367636,0.8771310587216196,0.11736854643593188,0.8240889131938693,1.9433198637790785,0.5215567896234157,2.377286555250982,-0.25087260300212727,3.1985573671218135,2.686487556235827,180.06369380316548
50,Lenny Wilkens,-0.4729967117348594,0.8166146363144041,-0.722299634993899,-1.0284663607829694,-0.7990617805449383,-0.7649513227637549,0.9506399425525377,-0.8296153686412435,-1.1134835017694824,-0.8469235595182175,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-71.38742366057866
51,Magic Johnson,-0.4818435292784203,1.7888851127860477,-0.39967592588749545,0.8165551468730695,-0.4084224834681818,-0.1502618112933822,2.8640797354322594,-0.22016729779930863,1.4041613530275152,-0.3341956156038249,1.2501484873621282,0.8413701462352162,-0.5757158091931499,1.6244791460881711,-0.25087260300212727,2.2846838336584385,1.0501941559995795,86.92504355921976
52,Michael Jordan,1.5032462226113497,0.29298227731363496,-0.3758325778632812,1.7569209475493732,0.17416888199973957,1.986875622620678,0.3376925212423391,-0.4610952183385177,2.0436240465843225,0.22016197206721214,1.6762080615303874,0.8260828003253544,-0.7350475081704845,3.130093964413793,2.926847035024818,5.026304434048565,1.2320045338036072,204.71388481412092
53,Moses Malone,0.9860476585262536,-0.9507275335449724,1.8633321056142562,0.14044403955137263,1.3202686587680394,-0.01922917760065126,-1.329436784142719,0.9682904749056558,-0.16253364250419067,0.9107196064927044,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,1.6244791460881711,-0.25087260300212727,0.45693676673168765,0.6865734003915247,34.46785604447648
54,Nate Thurmond,-0.8798142138533731,-0.690570518680205,1.3558696985502272,-1.0606054451098812,-0.0974825832088095,-1.232470306808324,-0.8080825596073307,1.4497987109088926,-1.1431014564414328,-0.05458008394458607,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-72.32783233778622
55,Oscar Robertson,0.7435087529474007,1.704599549296697,-0.136977091461418,-1.143928997068541,-0.82375736829117,1.0898296804064365,2.1466308283768836,-0.15746269388623188,-1.2400249487848074,-0.8736969310590456,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,-0.45693676673168765,1.2320045338036072,-4.554421960378006
56,Patrick Ewing,-2.8914444183738257,-1.575568935318387,-1.7832231205315034,-1.2355849042230667,-0.8271249484383834,-4.011938691609389,-1.776226350408883,-1.8697428324051137,-1.3470722670773259,-0.6903120224138041,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-150.58868217687967
57,Patrick Ewing,0.4855899953312804,-0.8412226675942412,0.6654676212473151,0.11663731042032698,2.420344840191089,0.13906352464418523,-1.1012271995587164,0.38995641762495736,0.041319382191131356,2.348446725280223,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,11.273337542406997
58,Paul Arizin,-0.6779706689749001,-1.0237307775121265,-0.4904072502274259,-1.2355849042230667,-0.8282474751541212,0.5101960792114871,-0.9043210711975294,0.10163457004836901,-1.3470722670773259,-0.8787708218120759,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-89.89120016012717
59,Paul Pierce,0.700907923853023,-0.013963180275535739,-0.19542494458272197,0.8498845676565334,0.008034928070544269,-0.12781782852138004,-0.4064108798862469,-0.607996602457283,0.5390788939638795,-0.1469669209468583,-0.45408980931090764,-0.5937491512411012,-1.478927377770915,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-21.240841032617062
60,Pete Maravich,-0.6410862450625157,-0.3663697488806161,-1.1875614260858676,-0.5082893292696217,-0.7002794295600113,0.6671878643260799,0.3149224830389706,-0.9815361745209149,-0.08686610638299412,-0.664234271284514,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-88.90939746168874
61,Ray Allen,0.6765451493869092,-0.0182770083281403,-0.5908447162409302,0.6141979492591814,-0.5386355824937673,-0.24932522662667567,-0.44619692691250024,-0.9629553377140502,0.28579538932969484,-0.6314186476018443,-0.028030235142648657,-0.3091208346100634,-1.0315538417361179,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-23.434471026687355
62,Reggie Miller,0.5487426621037763,-0.2021124499545193,-0.9012302467154362,0.5558714628881195,-0.4926119871485172,-0.42191968989084117,-0.6294628448367857,-1.2233001308465297,0.21950803073058908,-0.5947936676431899,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-56.653958452374695
63,Rick Barry,-0.3882033682019608,-0.24325973291782435,-0.6931812099731772,0.07854654381065392,-0.5262877886206514,0.5817186873793084,0.2545344687031403,-0.39350301481109695,0.6632559898289848,-0.43183389578317705,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-60.73184537484194
64,Robert Parish,0.2840186602233785,-0.8528368200435612,1.3212651934531374,0.21543523631416647,1.8220381007028388,-1.1724648754328908,-1.3220918910692083,0.2292598024393249,-0.25304896753341716,1.0545988725735465,1.2501484873621282,0.4363342803759882,-0.8316423506754932,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,69.0518151188205
65,Russell Westbrook,0.5946100084450072,1.6468606199772204,-0.013962295902861237,0.9689182133117618,-0.40280984988949275,0.3358219857552117,1.6430628729024979,-0.23267126394902524,0.9474302181145192,-0.4503379213805292,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,-0.45693676673168765,0.8683837781955521,-2.368983859098158
66,Sam Jones,-0.7943403458940468,-0.8432136651569818,-0.8752768678926188,-1.2355849042230667,-0.8282474751541212,-0.5241340103962071,-0.8188266928527896,-0.7650409485163453,-1.3470722670773259,-0.8787708218120759,3.3804463582034234,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,24.182748308516793
67,Scottie Pippen,-0.31402620572133516,0.45956240672959575,-0.202388046218112,1.5105213010430507,0.23478532464958107,-0.8504640756741438,0.31783171384579406,-0.42841843054405604,1.4844547524459004,0.18174987531113584,1.6762080615303874,0.8260828003253544,-0.7350475081704845,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,54.84275063984659
68,Shaquille O'Neal,1.11344183115353,-0.5412457014746626,1.0971799226414953,-0.3178354962212564,2.337277863226492,0.5899399001894424,-0.8513233213124715,0.6167034186083556,-0.46794139629530873,2.055122474814016,0.8240889131938693,3.5603112971314843,1.7986999392386127,0.11886432776254914,-0.25087260300212727,2.2846838336584385,1.7774356672156897,161.0937387222864
69,Stephen Curry,0.06325653629021383,0.32815656758871836,-0.901863255955017,0.45469286408117543,-0.5958844449963954,0.8744970028848736,0.8703844079813713,-0.8135521707270538,0.9806875417160201,-0.5691599370863437,0.8240889131938693,0.8483046124211326,-0.34331558888792857,0.8716717369253602,-0.25087260300212727,0.45693676673168765,0.8683837781955521,30.609125910255884
70,Steve Nash,-0.5253970925697968,1.8532607006479926,-1.0151719098399998,-0.16547242978256416,-0.713749750148865,-1.2123431991335323,1.7150208023754083,-1.2276161864941275,-0.2790322633341093,-0.7682041966926297,-0.8801493834791666,-0.5951675647791297,-0.23853010123236598,0.8716717369253602,-0.25087260300212727,-0.45693676673168765,0.5047630225874973,-37.407988102817995
71,Tim Duncan,0.7143823074962926,-0.17423848407615136,1.4006023514806114,-0.015490036256976465,2.561783206374053,-0.25322341458484193,-0.6065240404122928,0.634230478621382,-0.2824316369475985,1.9833118069806437,1.2501484873621282,2.1007637665002337,0.2200464448867753,0.8716717369253602,-0.25087260300212727,2.2846838336584385,1.959246045019717,172.93074531831235
72,Walt Frazier,-0.771202515395503,0.09620535152944229,-0.7645002509659597,-0.4249657773109619,-0.7575282920626394,-0.28320725156978244,0.7011875911693257,-0.54870863971415,-0.15360209458628626,-0.778031027224636,-0.028030235142648657,-0.5951675647791297,-0.23853010123236598,-0.6339430814002618,-0.25087260300212727,-0.45693676673168765,-0.7679096220406949,-57.25823848761
73,Wes Unseld,-1.4458744317559822,-0.30796715370689276,1.1216562799052905,-0.4880536095082329,-0.4162801704783464,-1.9173880479791454,-0.24536095747716669,1.3818627930785832,-0.4243246094486479,-0.38674779777329527,-0.45408980931090764,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,0.45693676673168765,-0.5860992442366675,-56.86649898179592
74,Willis Reed,-1.2336869155958072,-1.1826787496042486,-0.008265212746633051,-1.2213008667444394,-0.8046744141236273,-0.3120924238175952,-1.1215383087968718,1.133192736397826,-1.3203799487498407,-0.8361501394866206,-0.028030235142648657,-0.5951675647791297,-0.23853010123236598,0.11886432776254914,-0.25087260300212727,1.3708103001950631,0.14114226697944235,-56.63712234658367
